,NOIf,NOS,NOV,MDOA,NOL,CC,NOD,HD,HV,HE,NM,NOE,NOC,NOIter,NONo,NONK,MDON,SODON,MW,NONe,LC,FC,BC
NM,0.47296651910850745,0.7198199768397755,0.24339055994236225,0.6354173430957364,0.7436736463663578,0.8762533711477967,0.10441416310242196,0.8464246732260363,0.8064138505020687,0.7673339604393189,1.0,0.6398559802258109,0.10977067172215141,,0.6862157666861607,0.6500221156329126,0.36973340851885617,0.47481131544660116,0.5628859888656145,0.4774598483334117,0.46346733536263746,0.4677105635006408,0.5018658075544553
NOE,0.4002519780930721,0.8944380836148996,0.14117398239036252,0.39878522064347693,0.8590828272352149,0.6437561767386295,0.04541229680462919,0.629882857002369,0.6208317395985495,0.6067483840842449,0.6398559802258109,1.0,0.09665802739928012,,0.864909328938826,0.5508504156614468,0.29641635319765586,0.4023879869449109,0.8578414804201477,0.40062946018525647,0.3656244296215421,0.36202392916845955,0.3814451074821897
NOC,0.009167518320334942,0.13465835406983248,0.014800339301743601,0.09375217898650647,0.02657656139188809,0.07138605847142483,0.020175950581226225,0.08693221893190771,0.08671960464333424,0.084496423639849,0.10977067172215141,0.09665802739928012,1.0,,0.12015452184445022,0.27093027882338516,0.06754668052185309,0.009742039727718938,0.08509931106516623,0.006640384912563405,0.20212924021708767,0.17395943401562952,0.22871898720739162
NOIter,,,,,,,,,,,,,,,,,,,,,,,
NONo,0.5520105822314029,0.95980058670729,0.3345175581743299,0.540470885509113,0.9341456737621108,0.7389530003587808,0.09314473553362165,0.7139344727251095,0.7123924393031849,0.6982890333057968,0.6862157666861607,0.864909328938826,0.12015452184445022,,1.0,0.707761911844608,0.42325219486305404,0.5526356677557257,0.9499176479145591,0.5489141939838843,0.4331679217630244,0.42616788354176705,0.4483225308740239
NONK,0.6016420792497689,0.6885562571260474,0.5219179028264197,0.6976100826087477,0.6759147538306326,0.7052281288500294,0.09358727829325392,0.6714640376459251,0.6470375379477895,0.6445561296407623,0.6500221156329126,0.5508504156614468,0.27093027882338516,,0.707761911844608,1.0,0.5465440137175689,0.6022950242031307,0.5713252240562486,0.6035634659432033,0.5639294152473852,0.5509543466889218,0.592323388535944
MDON,0.7643605076603411,0.4529300571675938,0.14698416325202585,0.41244075932596974,0.4434017395862119,0.6178866472797377,0.10740408328006501,0.5157337477487898,0.4752267524619745,0.49746826990239906,0.36973340851885617,0.29641635319765586,0.06754668052185309,,0.42325219486305404,0.5465440137175689,1.0,0.7611100063265267,0.3176131250248374,0.7461065795089253,0.4488795506720783,0.4488129004226575,0.450811309115419
SODON,0.9995102956100571,0.5958262674141294,0.28756562688852705,0.5481512969801247,0.5927583143593673,0.7741071301531824,0.083351899694425,0.655264024139088,0.6383532936247023,0.6527366022212386,0.47481131544660116,0.4023879869449109,0.009742039727718938,,0.5526356677557257,0.6022950242031307,0.7611100063265267,1.0,0.45224489421197756,0.9956911422962846,0.48161011736250264,0.49218529448851717,0.493478944441741
MW,0.4515652916288029,0.9061726289766444,0.32285415425087804,0.3417330668232849,0.8779165783870986,0.6136088175977455,0.08676764330283195,0.5786595031306715,0.5800115161716524,0.5683574019661415,0.5628859888656145,0.8578414804201477,0.08509931106516623,,0.9499176479145591,0.5713252240562486,0.3176131250248374,0.45224489421197756,1.0,0.44744791955794694,0.3081589124673316,0.2975515063884876,0.31511511164460865
NONe,0.9932962168830962,0.5931063101097048,0.28651192291106103,0.54578343661095,0.5914948967577983,0.767188122133878,0.0835122258650408,0.6476297314393723,0.6298044015069636,0.6419739894493827,0.4774598483334117,0.40062946018525647,0.006640384912563405,,0.5489141939838843,0.6035634659432033,0.7461065795089253,0.9956911422962846,0.44744791955794694,1.0,0.48118507769714625,0.49281227898541957,0.4946124879911961
LC,0.48017248235139354,0.4529472044896509,0.26975111982279965,0.47767856104370854,0.4607428758892247,0.4924207974617463,0.02426651293493829,0.4918883649854538,0.5106524814944472,0.4975657342189906,0.46346733536263746,0.3656244296215421,0.20212924021708767,,0.4331679217630244,0.5639294152473852,0.4488795506720783,0.48161011736250264,0.3081589124673316,0.48118507769714625,1.0,0.9915691202999416,0.992693532429731
FC,0.4904509124997164,0.45801230117399466,0.26820691959951487,0.48271431885356475,0.468398150756888,0.5011027348301578,0.031046964578455766,0.4995063917164658,0.5215950021620849,0.509547409698213,0.4677105635006408,0.36202392916845955,0.17395943401562952,,0.42616788354176705,0.5509543466889218,0.4488129004226575,0.49218529448851717,0.2975515063884876,0.49281227898541957,0.9915691202999416,1.0,0.985461764340233
BC,0.4916024964837837,0.47050174624743507,0.28040731510126166,0.5068752665709148,0.4745008712456014,0.5246285410517351,0.022125350028914324,0.5279612638550486,0.5415656286125858,0.5298874882122305,0.5018658075544553,0.3814451074821897,0.22871898720739162,,0.4483225308740239,0.592323388535944,0.450811309115419,0.493478944441741,0.31511511164460865,0.4946124879911961,0.992693532429731,0.985461764340233,1.0
